State,Facility Name,Facility ID,Year,Gross Load (MWh),Steam Load (1000 lb),SO2 Mass (short tons),CO2 Mass (short tons),NOx Mass (short tons),Heat Input (mmBtu)
NY,West Babylon Facility,2521,2022,38,,0,64.1,0.232,793
NY,"Cayuga Operating Company, LLC",2535,2022,,,,,,
NY,Bethlehem Energy Center (Albany),2539,2022,3478190.17,,10.564,2092757.523,107.41,35214725.28
NY,Oswego Harbor Power,2594,2022,63845.92,,171.739,60034.599,69.051,746872.434
NY,Bowline Generating Station,2625,2022,1537476.95,,101.253,905396.476,882.78,15109964.02
NY,Hillburn,2628,2022,1299.23,,0.007,1345.85,5.744,22613.202
NY,Shoemaker,2632,2022,399.84,,0.003,465.821,2.456,7807.481
NY,Freeport Power Plant No. 2,2679,2022,55955.97,,0.317,34420.978,3.816,565855.86
NY,S A Carlson,2682,2022,,,0.245,626.8,0.276,10260.1
NC,Asheville,2706,2022,4098606.04,,8.838,1754663.635,584.236,29422287.56
NC,Blewett,2707,2022,0,,3.211,1039.3,7.704,12839.6
NC,H F Lee Steam Electric Plant,2709,2022,6699040.73,,16.31,3008712.932,1023.165,50372754.44
NC,Roxboro,2712,2022,3345615.65,19700697.48,3702.689,5908719.737,4707.472,57652933.78
NC,L V Sutton,2713,2022,4000018.73,,8.707,1647024.298,574.492,27701406.28
NC,W H Weatherspoon,2716,2022,0,,9.821,3181.4,23.569,39279.7
NC,G G Allen,2718,2022,286467.06,,32.321,328770.566,449.897,3204409.665
NC,Cliffside,2721,2022,5472445.7,,454.921,3372097.124,1735.19,47953925.42
NC,Marshall,2727,2022,7733961.01,,1674.452,5775498.305,6341.792,73142858.6
OH,Cardinal,2828,2022,,12483.69,,,2.787,37783.6
OH,Avon Lake Power Plant,2836,2022,1058.81,,4.47,,10.725,17875.6
OH,Eastlake,2837,2022,,,,,,
OH,Frank M Tait Station,2847,2022,365906.94,,2.81,277149.5,270.003,4695212
OH,O H Hutchings,2848,2022,600,,0.004,,4.687,13392
OH,Niles,2861,2022,111.41,,0.653,,1.567,2611
OH,West Lorain,2869,2022,619811.14,,8.593,440862.46,136.007,7525591.178
OK,Horseshoe Lake,2951,2022,277072.67,,1.037,205237.701,489.351,3453531.35
PA,Mountain,3111,2022,7061.15,,5.824,6446.2,38.572,115310.4
PA,Portland,3113,2022,7162.31,,0.832,6621.385,10.561,81604.529
PA,Tolna,3116,2022,4596.25,,3.578,3833.9,23.676,70838.3
PA,Warren,3132,2022,11689.35,,0.051,7608.004,40.472,170755.231
PA,"Brunner Island, LLC",3140,2022,4056572.34,,2698.294,3013203.095,3251.251,39391281.05
PA,"Martins Creek, LLC",3148,2022,265266.18,,34.692,187458.351,132.006,3083124.213
PA,"Montour, LLC",3149,2022,1463564.4,,2115.92,1341227.036,749.741,13072409.41
PA,Eddystone Generating Station,3161,2022,19801.92,,0.117,18635.702,10.253,282696.555
PA,Richmond,3168,2022,6650.14,,9.193,6794,26.4,91017.8
PA,Hunlock Creek Energy Center,3176,2022,676886.93,,1.586,314050.028,27.137,5284471.669
RI,Manchester Street Station,3236,2022,689056.25,,4.241,510227.225,146.992,8501686.6
SC,Darlington County,3250,2022,97758.35,,0.368,71207.395,61.838,1125858.416
SC,W S Lee,3264,2022,57095.66,,0.172,33543.384,25.125,554766.029
SC,Hagood,3285,2022,20028.42,,0.114,18460.286,22.492,264469.37
SC,Urquhart,3295,2022,1362651.93,,4.721,923285.002,215.266,15443868.17
SC,Wateree,3297,2022,2011044.85,,238.453,1938722.167,1178.798,18895983.4
SC,Williams,3298,2022,1922218.68,,709.317,1854589.475,2352.508,18076809.52
SC,Hilton Head Gas Turbine Site,3318,2022,4439.5,,22.835,,54.791,91321.1
SC,Myrtle Beach Gas Turbine Site,3320,2022,1900.27,,17.08,,40.983,68303.8
SD,Aberdeen Generating Station,3338,2022,54489.65,,0.203,37713.8,65.98,637663
SD,Huron,3344,2022,,,,,,
TN,Allen,3393,2022,1165,,2.117,685.8,2.181,8467.4
TN,Cumberland,3399,2022,,,,,13.253,460374.9
TN,Gallatin,3403,2022,179673.13,,2.45,131796.001,66.549,2215339.703
TN,John Sevier,3405,2022,4629668.62,,9.761,1923702.792,181.694,32351556.29
TN,Johnsonville,3406,2022,1249209.2,,88.086,638170.634,289.511,10602261.16
TX,Lake Hubbard,3452,2022,573019.36,,3.559,418007.545,230.098,6690908.042
TX,Newman Power Station,3456,2022,775543.03,,2.695,533728.518,816.877,8981029.981
TX,Greens Bayou,3464,2022,214573.53,,,,324.725,3219823.1
TX,Knox Lee Power Plant,3476,2022,383848.84,,1.156,229033.095,254.653,3853951.531
TX,Wilkes Power Plant,3478,2022,183940.33,,0.637,76910.258,99.413,1293570.439
TX,Jones Station,3482,2022,1070746.86,,3.608,670773.142,603.289,11264194.27
TX,Plant X,3485,2022,536050.21,,1.703,337839.149,357.28,5684559.233
TX,Graham,3490,2022,177733.36,,0.79,132077.893,263.059,2095695.152
TX,Morgan Creek,3492,2022,21572.72,,,,170.866,312915.1
TX,Permian Basin,3494,2022,129146.88,,,102527.084,213.58,1722203.059
TX,Stryker Creek,3504,2022,247468.8,,1.122,191415.422,188.077,3160943.158
TX,Trinidad,3507,2022,64491.85,,0.306,60559.291,101.908,1019053.833
TX,Decker Creek,3548,2022,39346.21,,,,211.348,603820
TX,Silas Ray,3559,2022,33519.27,,0.148,29218.684,20.204,491639.482
TX,Sim Gideon,3601,2022,901413.07,,2.804,555537.656,820.868,9348103.102
TX,O W Sommers,3611,2022,1464805.41,,4.823,955326.563,1144.34,16075288.55
TX,V H Braunig,3612,2022,1751811.36,,5.761,1133600.051,1322.048,19049517.42
TX,R W Miller,3628,2022,383754.31,,23.091,258871.273,358.34,4199425.153
TX,Sam Rayburn Plant,3631,2022,320985.19,,1.005,190705.998,51.662,3123321.926
VT,Berlin 5,3734,2022,,,,3380.4,,41733
VT,Penny Lane Gas Turbine,3754,2022,,,,523,,6443.4
VA,Tasley Energy Center,3785,2022,1756,,0.444,3388,25.058,41764.8
VA,Chesterfield Power Station,3797,2022,1970157.72,,4.872,871051.331,931.244,14651252.89
VA,Possum Point Power Station,3804,2022,1713981.06,,6.369,777458.644,69.577,13042295.01
VA,Yorktown Power Station,3809,2022,33884.51,,77.175,34294.609,28.664,423922.98
WV,John E Amos,3935,2022,,,,,1.139,17128.4
WV,Mitchell (WV),3948,2022,,,,,2.08,39979.1
WI,French Island,4005,2022,905.72,,3.746,,8.991,14984
WI,Wheaton Generating Plant,4014,2022,79923.81,,10.76,,202.313,1144620.636
WI,West Marinette,4076,2022,122462.86,,0.49,95368.8,40.572,1616367.4
TX,Power Lane Steam Plant,4195,2022,24846.25,,0.923,21697.9,33.445,342697.625
OK,Riverside (4940),4940,2022,795738.27,,3.11,567166.788,1196.625,9543094.052
NJ,Cumberland Energy Center,5083,2022,99832.22,,0.29,59017.224,11.615,972747.711
AL,James H Miller Jr,6002,2022,22441953.75,,1191.666,23814854.18,7538.103,227067665.8
AR,White Bluff,6009,2022,5569726.63,,13958.698,6242070.236,4761.277,59544816.31
OH,W H Zimmer Generating Station,6019,2022,,3130.42,,,0.175,4572.996
MI,Belle River,6034,2022,7227556.43,,20588.684,7377745.953,7254.388,70344652.8
MI,Greenwood,6035,2022,330135.7,,1.543,210212.678,214.782,3543545.59
FL,Manatee,6042,2022,26460.77,,0.423,19207.577,9.684,322851.087
FL,Martin,6043,2022,6406615.78,,12.88,2549773.992,160.821,42897755.89
FL,Debary,6046,2022,112842.34,,1.765,94486.42,63.702,1542378.964
GA,Wansley (6052),6052,2022,55,,0.181,,0.434,723
MN,Cascade Creek,6058,2022,10023.6,,0.308,8257.956,11.229,145790.882
IA,Electrifarm,6063,2022,11721,,4.027,,26.804,170345.4
KS,Nearman Creek,6064,2022,37689.37,,3.439,30076.372,8.265,486864.235
KY,Trimble County,6071,2022,3812766.51,,2068.383,3494867.233,1137.479,34063033.76
MS,Daniel Electric Generating Plant,6073,2022,3067023.87,,285.991,3397664.98,4723.247,33115618.49
MO,Greenwood Energy Center,6074,2022,43897.4,,20.232,,155.963,1018472.4
MA,Stony Brook Energy Center,6081,2022,89844.5,,,69664.925,121.402,1013863.525
NY,Somerset Operating Company  (Kintigh),6082,2022,,,,,,
MN,Sherburne County,6090,2022,10702793.6,,3861.036,11477184.83,7252.439,109453685.4
OK,Sooner,6095,2022,2896133.39,,489.615,2996462.35,1854.788,28608279.54
SD,Big Stone,6098,2022,1976671.63,,780.769,2390422.701,942.255,22791967.16
IN,Gibson,6113,2022,10229153.25,,7156.272,9947607.786,5073.017,96955291.17
GA,McIntosh (6124),6124,2022,92321,,53.012,90152.7,125.688,1265757.6
IN,A B Brown Generating Station,6137,2022,38048.39,,0.171,26764.762,36.958,450227.488
CT,New Haven Harbor,6156,2022,72980.45,,83.928,64856.888,47.497,836923.753
IN,Rockport,6166,2022,,,,,1.994,38459.4
AZ,Coronado Generating Station,6177,2022,3403074.4,,157.786,3872914.166,2881.053,36955942.89
TX,Sam Seymour,6179,2022,10436231.84,,1152.003,11534368.01,6339.039,109976881.1
MO,John Twitty Energy Center,6195,2022,1195220.53,,2545.271,1181199.13,650.701,11401408.32
MO,Empire District Elec Co Energy Ctr,6223,2022,283587.62,,1.757,231004.19,227.206,3828976.081
TX,Roland C. Dansby Power Plant,6243,2022,204818.32,,0.539,106816.818,54.699,1797427.79
NC,Mayo,6250,2022,,9672216.65,933.427,1506578.115,1004.614,14700752.28
WI,Germantown Power Plant,6253,2022,24296.38,,2.623,26502.71,64.803,409523.213
GA,Allen B Wilson Combustion Turbine Plant,6258,2022,18401,,66.014,,158.422,264034.5
WV,Mountaineer (1301),6264,2022,,,,,7.29,137880.9
NE,Rokeby,6373,2022,72101.11,,0.425,49075.561,81.59,972636.617
IA,Dayton Avenue Substation,6463,2022,76.71,,0.021,68.4,0.132,844
FL,Stock Island,6584,2022,2898.63,,0.067,2256.416,2.232,27809.019
CT,Alfred L Pierce Generating Station,6635,2022,3082.27,,0.012,2353.094,0.786,39035.351
AR,Independence,6641,2022,4797892.11,,12384.679,5655309.715,4326.778,53944051.67
MO,Mexico,6650,2022,2715.57,,12.394,,29.745,49575.1
MO,Moberly,6651,2022,180.19,,1.158,,2.78,4633
MO,Moreau,6652,2022,2019.23,,10.772,,25.853,43088.9
MN,Rock Lake Station,6741,2022,720.18,,0.009,,6.95,11583.4
MO,Sikeston,6768,2022,1663003.27,,4792.26,1777684.566,867.189,16949700.81
OK,Hugo,6772,2022,875230.36,,2570.311,1068496.616,911.779,10427664.16
NJ,West Station,6776,2022,,,,,,
MN,St. Bonifacius Station,6824,2022,778.61,,0.018,,17.214,28688.9
VA,Gravel Neck Combustion Turbine,7032,2022,30257.06,,17.219,28793.1,39.741,424750.1
AL,McIntosh (7063),7063,2022,300589.6,,1.111,218903.529,114.885,3682721.875
NJ,Forked River Power,7138,2022,8200.46,,0.038,6134.8,7.85,103871.6
IA,Pleasant Hill Energy Center,7145,2022,7670.95,,1.164,2480.38,13.821,121197.763
NY,Wading River Facility,7146,2022,23027.06,,0.132,24315.87,50.216,299687.658
DE,Hay Road,7153,2022,2068534.39,,3.579,1020476.458,369.906,17039045.64
IA,Lime Creek,7155,2022,2427.47,,0.048,2667.407,4.334,33676.131
OH,Woodsdale,7158,2022,111126.61,,2.222,116535.156,129.118,1833385.824
WI,Concord,7159,2022,207896.94,,0.806,159312.841,99.98,2676562.243
VA,Darbytown Combustion Turbine,7212,2022,54179.49,,33.186,48689.5,67.016,703207.4
SD,Angus Anson,7237,2022,25712.81,,0.106,21227.212,13.735,351586.652
FL,Cane Island,7238,2022,1666485.84,,3.608,707976.182,113.265,11912898.43
FL,Polk,7242,2022,3297930.74,,48.29,1336147.975,85.14,22452920.27
FL,Reedy Creek Central Energy Plant,7254,2022,213.89,,0.001,1502.915,1.3,25263.351
MI,48th Street Peaking Station,7258,2022,14338.39,,0.071,10209.191,10.694,171548.516
CA,Woodland Generation Station,7266,2022,93878.37,,0.275,54518.515,3.983,917375.092
NC,Lincoln Combustion Turbine,7277,2022,199907.27,,2.062,135974.033,88.699,2138351.501
NJ,Sherman Avenue,7288,2022,21378.81,,0.084,17702.018,10.791,283920.557
MO,State Line (MO),7296,2022,125627.22,,0.755,53198.143,35.149,877572.596
FL,Hines Energy Complex,7302,2022,7953299.89,,26.165,5177444.454,742.864,87120389.71
NY,Richard M Flynn (Holtsville),7314,2022,457468.22,,2.087,359947.268,142.395,5778094.01
DE,Van Sant,7318,2022,1504.68,,0.033,1322.713,1.413,22127.983
IN,Richmond (IN),7335,2022,13943.17,,0.162,10863.66,12.267,175945.399
IN,Anderson,7336,2022,41701.65,,0.218,31462.846,18.393,519368.372
IA,George Neal South,7343,2022,1157510.87,,1953.173,1118381.996,951.72,10663444.32
GA,Robins,7348,2022,11894,,22.673,11873.7,44.435,155084.8
OR,Coyote Springs,7350,2022,1402112.92,,2.885,571399.503,72.21,9614886.779
FL,Midulla Generating Station,7380,2022,2523840.03,,8.379,1656435.69,490.034,27872130.23
IL,Interstate,7425,2022,1116.4,,0.005,905.407,1.363,13930.158
KS,McPherson Municipal Power Plant #3,7515,2022,24629.7,,0.112,22361.199,30.206,365450.801
GA,MPC Generating,7764,2022,152123.68,,0.521,104012.988,93.452,1735481.497
GA,Dahlberg (Jackson County),7765,2022,319900.53,,1.228,247078.901,74.405,3976043.393
GA,Sowega Power Project,7768,2022,81974.09,,0.241,47662.933,37.491,801964.607
UT,Bonanza,7790,2022,3670255.13,,959.421,3903410.663,4699.227,38044950.62
NC,Richmond County Plant,7805,2022,8948878.68,,22.88,4572766.604,557.411,76865087.05
IL,Alsey Station,7818,2022,55383.97,,0.153,30352.492,22.861,510724.26
NC,Plant Rowan County,7826,2022,1973635.12,,6.459,1246296.213,194.263,20932313.08
SC,John S. Rainey Generating Station,7834,2022,4115692.26,,13.311,2636716.925,462.516,44367751.67
VA,Marsh Run Generation Facility,7836,2022,338172.85,,1.135,223459.915,78.269,3659615.876
VA,Louisa Generation Facility,7837,2022,241512.68,,0.964,168789.283,55.683,2762360.315
VA,Remington Combustion Turbine Station,7838,2022,706386.25,,8.905,441691.57,141.784,7245536.364
VA,Ladysmith Combustion Turbine Sta,7839,2022,877969.33,,11.334,550696.401,176.206,8957829.605
MN,Pleasant Valley Station,7843,2022,118430.04,,0.429,86995.354,68.461,1433081.89
MN,Minnesota River Station,7844,2022,746.69,,0.003,564.703,0.733,9500.646
TN,Lagoon Creek,7845,2022,499433.69,,6.882,357725.237,108.977,5940568.305
FL,Brandy Branch,7846,2022,3322248.56,,10.024,1985717.86,168.185,33413346.9
MO,Holden Power Plant,7848,2022,192300.78,,0.757,149134.199,35.834,2491689.156
WI,Elk Mound Generating Station,7863,2022,38287.76,,0.151,28371.4,8.675,480766.5
NY,Glenwood Landing Energy Center,7869,2022,212696.43,,0.624,124888.717,10.233,2086930.211
OH,Robert P Mone,7872,2022,557637.27,,2.201,350158.1,245.604,5928549.8
NE,Terry Bundy Generating Station,7887,2022,207417.07,,0.857,116027.624,44.139,1946924.358
GA,Talbot Energy Facility,7916,2022,194713.01,,0.723,138053.734,35.769,2319544.641
MN,Lakefield Junction Generating,7925,2022,66308.72,,0.289,56969.856,16.685,956278.715
MN,Solway Plant,7947,2022,86438.16,,0.268,52950.543,61.96,889959.741
MS,Kemper County,7960,2022,160999.46,,0.629,118462.342,30.891,1992932.245
DE,Warren F. Sam Beasley Pwr Station,7962,2022,42907.35,,0.128,25988.075,2.655,415252.007
MO,Peno Creek Energy Center,7964,2022,135147.89,,0.361,88522.282,60.451,1489589.604
NM,Pyramid Generating Station,7975,2022,73438.92,,0.347,45191.935,44.591,743555.279
SC,Mill Creek Combustion Turbine Station,7981,2022,130817.03,,0.66,103842.172,53.327,1596816.465
WI,West Campus Cogeneration Facility,7991,2022,464961.84,,1.803,251226.654,19.318,4227396.943
NH,Newington,8002,2022,146220.42,,354.734,134064.908,193.206,1769483.313
NY,Roseton Generating LLC,8006,2022,508352.87,,750.825,359257.199,456.312,5014572.563
NY,Holtsville Facility,8007,2022,33405,,0.153,37079.7,140.605,457727.5
NJ,Mickleton Energy Center,8008,2022,2464.96,,0.016,3223.9,14.569,54482.4
PA,Croydon Generating Station,8012,2022,21174.88,,29.089,21343.7,83.603,288015.4
IL,Factory Gas Turbine,8016,2022,216.12,,1.266,,3.037,5061
MN,Blue Lake Generating Plant,8027,2022,1410.9,,0.44,,13.186,21977
IA,Sycamore Combustion Turbine,8029,2022,4949.48,,0.169,,14.795,91444.725
IA,Emery Station,8031,2022,1832654.66,,4.118,815791.609,73.667,13727262.75
FL,Intercession City,8049,2022,390194.17,,2.477,323428.98,147.436,5364276.254
MS,Gerald Andrus,8054,2022,801267.17,,2.944,523073.144,1146.807,8796851.024
LA,Waterford 1 & 2,8056,2022,369607.96,,4.137,243264.526,385.233,4050786.714
TX,Decordova,8063,2022,79386.14,,,,357.855,1085696
OH,Gen J M Gavin,8102,2022,,,,,53.07,53070
CO,Ray D Nixon,8219,2022,1287301.56,,526.083,1309555.474,1042.884,12490457.08
ND,Coyote,8222,2022,2411218.54,,11606.287,2787970.808,5422.332,25608266.98
AZ,Springerville Generating Station,8223,2022,4222910.77,,1779.381,4471099.021,1601.614,42666300.19
NY,Astoria Generating Station,8906,2022,1775226.56,,3.113,591965.068,239.341,9832447.284
VA,RockTenn West Point Mill,10017,2022,,929134.73,,,173.878,1573852.8
NY,"RED-Rochester, LLC-Eastman Business Park",10025,2022,,2747934.5,,,170.442,3531012.45
DE,Energy Center Dover LLC,10030,2022,35619.43,,0.112,21728.237,14.533,358382.681
NJ,Pedricktown Cogeneration Plant,10099,2022,15314.39,,0.038,7616.127,3.134,128151.503
MA,MBTA South Boston Power Facility,10176,2022,767,,,857,0.764,10573.2
NY,"Castleton Power, LLC",10190,2022,182896.12,,0.497,98307.944,60.773,1653893.445
OH,Pixelle Specialty Solutions LLC,10244,2022,,1184107.3,,,225.355,2352121.41
MA,Bellingham,10307,2022,158519.66,,3.048,112676.495,77.376,1869680.354
NJ,Carneys Point,10566,2022,,3325426.02,317.379,473667.178,285.161,4617894.03
CT,"Algonquin Power Windsor Locks, LLC",10567,2022,17447.09,,,15088.519,19.178,239871.055
NY,"Beaver Falls, LLC",10617,2022,6047.21,,0.015,3028.926,0.842,50966.076
NY,Carthage Energy,10620,2022,2814.71,,0.008,1541.585,5.454,25931.064
NY,"Syracuse, LLC",10621,2022,3168.15,,0.009,1739.505,3.861,29269.106
VA,Hopewell Cogeneration Facility,10633,2022,531060.25,,14.994,372370.225,360.169,6170196.775
MD,AES Warrior Run,10678,2022,1259382.73,,1194.35,1537259.246,554.655,14986552.28
MI,"Graphic Packaging International, Inc.",10698,2022,,43092.25,,,10.975,68919.75
NY,Selkirk Cogen Partners,10725,2022,376007.45,,0.921,182281.127,53.742,3067181.489
MA,MASSPOWER,10726,2022,169311,,0.613,119730.45,36.067,2014687.975
NJ,"Camden Plant Holding, LLC",10751,2022,109215.46,,0.293,58106.517,43.438,977723.719
NY,AG - Energy,10803,2022,,,,,,
NJ,"E F Kenilworth, Inc.",10805,2022,142573.63,,,,119.179,1696935.12
MA,Deer Island Treatment,10823,2022,539.13,,,653.88,1.336,8060.403
PA,Hazleton Generation,10870,2022,18719.79,,0.133,13578.134,12.749,228604.616
MA,Pittsfield Generating,50002,2022,41066.73,,,31297.43,5.161,526068.107
NJ,Linden Cogeneration Facility,50006,2022,1750424.56,,3.411,675599.191,33.956,11367737.54
TX,Paris Energy Center,50109,2022,683756.6,,1.782,352811.437,323.983,5936693.1
IN,Purdue University-Wade Utility,50240,2022,,636419.63,,,48.367,1365989.286
ME,Bucksport Generation LLC,50243,2022,9673.25,,0.248,7243.093,6.559,114025.55
